1146	CHRNG	cholinergic receptor, nicotinic, gamma	GO_SYSTEM_PROCESS					GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
54106	TLR9	toll-like receptor 9	GO_SYSTEM_PROCESS					GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
3758	KCNJ1	potassium inwardly-rectifying channel, subfamily J, member 1	GO_SYSTEM_PROCESS						GO_RECEPTOR_ACTIVITY			
551	AVP	arginine vasopressin	GO_SYSTEM_PROCESS							GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
4868	NPHS1	nephrosis 1, congenital, Finnish type (nephrin)	GO_SYSTEM_PROCESS								ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY	
58498	MYL7	myosin, light chain 7, regulatory	GO_SYSTEM_PROCESS								ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY	
4620	MYH2	myosin, heavy chain 2, skeletal muscle, adult	GO_SYSTEM_PROCESS								ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY	
779	CACNA1S	calcium channel, voltage-dependent, L type, alpha 1S subunit	GO_SYSTEM_PROCESS								ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY	
442721	LMOD2	leiomodin 2 (cardiac)	GO_SYSTEM_PROCESS								ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY	
3827	KNG1	kininogen 1	GO_SYSTEM_PROCESS									REACTOME_GPCR_DOWNSTREAM_SIGNALING
257313	UTS2D	urotensin 2 domain containing	GO_SYSTEM_PROCESS									REACTOME_GPCR_DOWNSTREAM_SIGNALING
8048	CSRP3	cysteine and glycine-rich protein 3 (cardiac LIM protein)	GO_SYSTEM_PROCESS									
859	CAV3	caveolin 3	GO_SYSTEM_PROCESS									
7827	NPHS2	nephrosis 2, idiopathic, steroid-resistant (podocin)	GO_SYSTEM_PROCESS									
359	AQP2	aquaporin 2 (collecting duct)	GO_SYSTEM_PROCESS									
9356	SLC22A6	solute carrier family 22 (organic anion transporter), member 6	GO_SYSTEM_PROCESS									
4654	MYOD1	myogenic differentiation 1	GO_SYSTEM_PROCESS									
4607	MYBPC3	myosin binding protein C, cardiac	GO_SYSTEM_PROCESS									
1584	CYP11B1	cytochrome P450, family 11, subfamily B, polypeptide 1	GO_SYSTEM_PROCESS									
57057	TBX20	T-box 20	GO_SYSTEM_PROCESS									
4018	LPA	lipoprotein, Lp(a)	GO_SYSTEM_PROCESS									
9370	ADIPOQ	adiponectin, C1Q and collagen domain containing	GO_SYSTEM_PROCESS									
4622	MYH4	myosin, heavy chain 4, skeletal muscle	GO_SYSTEM_PROCESS									
10345	TRDN	triadin	GO_SYSTEM_PROCESS									
4632	MYL1	myosin, light chain 1, alkali; skeletal, fast	GO_SYSTEM_PROCESS									
5406	PNLIP	pancreatic lipase	GO_SYSTEM_PROCESS									
4624	MYH6	myosin, heavy chain 6, cardiac muscle, alpha	GO_SYSTEM_PROCESS									
4626	MYH8	myosin, heavy chain 8, skeletal muscle, perinatal	GO_SYSTEM_PROCESS									
8735	MYH13	myosin, heavy chain 13, skeletal muscle	GO_SYSTEM_PROCESS									
4619	MYH1	myosin, heavy chain 1, skeletal muscle, adult	GO_SYSTEM_PROCESS									
64241	ABCG8	ATP-binding cassette, sub-family G (WHITE), member 8	GO_SYSTEM_PROCESS									
4625	MYH7	myosin, heavy chain 7, cardiac muscle, beta	GO_SYSTEM_PROCESS									
1401	CRP	C-reactive protein, pentraxin-related	GO_SYSTEM_PROCESS									
4879	NPPB	natriuretic peptide B	GO_SYSTEM_PROCESS									
7369	UMOD	uromodulin	GO_SYSTEM_PROCESS									
1579	CYP4A11	cytochrome P450, family 4, subfamily A, polypeptide 11	GO_SYSTEM_PROCESS									
206338	AQPEP	laeverin	GO_SYSTEM_PROCESS									
89	ACTN3	actinin, alpha 3	GO_SYSTEM_PROCESS									
4633	MYL2	myosin, light chain 2, regulatory, cardiac, slow	GO_SYSTEM_PROCESS									
6779	STATH	statherin	GO_SYSTEM_PROCESS									
4656	MYOG	myogenin (myogenic factor 4)	GO_SYSTEM_PROCESS									
1585	CYP11B2	cytochrome P450, family 11, subfamily B, polypeptide 2	GO_SYSTEM_PROCESS									
56203	LMOD3	leiomodin 3 (fetal)	GO_SYSTEM_PROCESS									
137868	SGCZ	sarcoglycan, zeta	GO_SYSTEM_PROCESS									
54577	UGT1A7	UDP glucuronosyltransferase 1 family, polypeptide A7	GO_SYSTEM_PROCESS									
93408	MYL10	myosin, light chain 10, regulatory	GO_SYSTEM_PROCESS									
493829	TRIM72	tripartite motif containing 72	GO_SYSTEM_PROCESS									
643	CXCR5	chemokine (C-X-C motif) receptor 5		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY	ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY	REACTOME_GPCR_DOWNSTREAM_SIGNALING
4887	NPY2R	neuropeptide Y receptor Y2		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY	ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY	REACTOME_GPCR_DOWNSTREAM_SIGNALING
5030	P2RY4	pyrimidinergic receptor P2Y, G-protein coupled, 4		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY	ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY	REACTOME_GPCR_DOWNSTREAM_SIGNALING
4160	MC4R	melanocortin 4 receptor		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY	ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY	REACTOME_GPCR_DOWNSTREAM_SIGNALING
9177	HTR3B	5-hydroxytryptamine (serotonin) receptor 3B		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY	ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY	
116512	MRGPRD	MAS-related GPR, member D		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY	ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY	
2845	GPR22	G protein-coupled receptor 22		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY	ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY	
2849	GPR26	G protein-coupled receptor 26		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY	ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY	
124274	GPR139	G protein-coupled receptor 139		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY	ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY	
27201	GPR78	G protein-coupled receptor 78		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY	ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY	
846	CASR	calcium-sensing receptor		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
4161	MC5R	melanocortin 5 receptor		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
51289	RXFP3	relaxin/insulin-like family peptide receptor 3		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
3360	HTR4	5-hydroxytryptamine (serotonin) receptor 4		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
2587	GALR1	galanin receptor 1		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
1129	CHRM2	cholinergic receptor, muscarinic 2		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
4543	MTNR1A	melatonin receptor 1A		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
2492	FSHR	follicle stimulating hormone receptor		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
4158	MC2R	melanocortin 2 receptor (adrenocorticotropic hormone)		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
3358	HTR2C	5-hydroxytryptamine (serotonin) receptor 2C		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
6754	SSTR4	somatostatin receptor 4		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
3361	HTR5A	5-hydroxytryptamine (serotonin) receptor 5A		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
7201	TRHR	thyrotropin-releasing hormone receptor		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
3362	HTR6	5-hydroxytryptamine (serotonin) receptor 6		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
3354	HTR1E	5-hydroxytryptamine (serotonin) receptor 1E		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
3061	HCRTR1	hypocretin (orexin) receptor 1		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
2832	NPBWR2	neuropeptides B/W receptor 2		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
3062	HCRTR2	hypocretin (orexin) receptor 2		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
84539	MCHR2	melanin-concentrating hormone receptor 2		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
2864	FFAR1	free fatty acid receptor 1		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
1235	CCR6	chemokine (C-C motif) receptor 6		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
128674	PROKR2	prokineticin receptor 2		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
10803	CCR9	chemokine (C-C motif) receptor 9		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
387129	NPSR1	neuropeptide S receptor 1		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
2693	GHSR	growth hormone secretagogue receptor		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
122042	RXFP2	relaxin/insulin-like family peptide receptor 2		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
2692	GHRHR	growth hormone releasing hormone receptor		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
59340	HRH4	histamine receptor H4		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
134864	TAAR1	trace amine associated receptor 1		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
222545	GPRC6A	G protein-coupled receptor, family C, group 6, member A		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		REACTOME_GPCR_DOWNSTREAM_SIGNALING
2834	PRLHR	prolactin releasing hormone receptor		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
2913	GRM3	glutamate receptor, metabotropic 3		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
2835	GPR12	G protein-coupled receptor 12		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
259249	MRGPRX1	MAS-related GPR, member X1		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
117196	MRGPRX4	MAS-related GPR, member X4		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
83550	GPR101	G protein-coupled receptor 101		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
2830	GPR6	G protein-coupled receptor 6		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
170572	HTR3C	5-hydroxytryptamine (serotonin) receptor 3, family member C		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
285242	HTR3E	5-hydroxytryptamine (serotonin) receptor 3, family member E		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
200909	HTR3D	5-hydroxytryptamine (serotonin) receptor 3 family member D		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
4142	MAS1	MAS1 oncogene		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
344758	GPR149	G protein-coupled receptor 149		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
9248	GPR50	G protein-coupled receptor 50		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
390212	GPR152	G protein-coupled receptor 152		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
117195	MRGPRX3	MAS-related GPR, member X3		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
2854	GPR32	G protein-coupled receptor 32		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
116511	MAS1L	MAS1 oncogene-like		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
2866	GPR42	G protein-coupled receptor 42 (gene/pseudogene)		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
84873	GPR128	G protein-coupled receptor 128		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY			GO_SIGNALING_RECEPTOR_ACTIVITY	GO_RECEPTOR_ACTIVITY	GO_SIGNAL_TRANSDUCER_ACTIVITY		
